,tweet_id,handle,retweet_count,text,mined_at,created_at
109,921114359119560704,JeffBezos,719,First hotfire of our BE-4 engine is a success. Huge kudos to the whole @BlueOrigin team for this important step!… https://t.co/YZEVT60TlI,2021-08-03 16:36:42.400558,Thu Oct 19 20:42:31 +0000 2017
110,920999561564274688,JeffBezos,4518,Fun day christening Amazon’s latest wind farm. #RenewableEnergy https://t.co/cTxeXdsFop,2021-08-03 16:36:42.400558,Thu Oct 19 13:06:21 +0000 2017
111,915975473573720065,JeffBezos,633,"Long my favorite novel. Teaches pain of regret so well you will think you lived it. Congrats, Mr. Ishiguro, so earn… https://t.co/mlCeIVTbBi",2021-08-03 16:36:42.400558,Thu Oct 05 16:22:25 +0000 2017
112,915046109298520064,JeffBezos,3514,Amazon plane packed with donation of critical supplies landed earlier today in San Juan. Thank you to all the Amazo… https://t.co/QAAthzlznu,2021-08-03 16:36:42.400558,Tue Oct 03 02:49:27 +0000 2017
113,914951991431880704,JeffBezos,396,Thoughts with all those affected in Las Vegas. So much gratitude to all the police &amp; good Samaritans who put their lives on the line to help,2021-08-03 16:36:42.400558,Mon Oct 02 20:35:28 +0000 2017
114,911304409803522048,JeffBezos,561,"Future engineer, 9-year-old Ryan, signs Amazon gold robot he helped build at another ""30 Days, 30 Smiles"" event… https://t.co/wuOjPzaKoL",2021-08-03 16:36:42.400558,Fri Sep 22 19:01:17 +0000 2017
115,908124621391618050,JeffBezos,444,".@Amazon supporting “30 Days, 30 Smiles” with @Accorg. Today, a surprise visit to @BlueOrigin. #BeatPediatricCancer https://t.co/RErtOuuJDm",2021-08-03 16:36:42.400558,Thu Sep 14 00:25:56 +0000 2017
116,902898556456943616,JeffBezos,1828,Alexa has made a new friend https://t.co/r7o46eVJq0,2021-08-03 16:36:42.400558,Wed Aug 30 14:19:25 +0000 2017
117,901865101761884161,JeffBezos,245,https://t.co/LvRG16ZhbF,2021-08-03 16:36:42.400558,Sun Aug 27 17:52:50 +0000 2017
118,895714205822730241,JeffBezos,1138,A pleasure to host #SecDef James Mattis at Amazon HQ in Seattle today https://t.co/JnQZoSOnFN,2021-08-03 16:36:42.400558,Thu Aug 10 18:31:22 +0000 2017
119,895324443500609536,JeffBezos,222,Couldn’t happen to a nicer guy. Congratulations @jeffreytambor! https://t.co/543RCTusqX,2021-08-03 16:36:42.400558,Wed Aug 09 16:42:36 +0000 2017
120,893628626725294080,JeffBezos,77,Awesome! Good luck this weekend @JimmyShane1! https://t.co/EFor5kuYLn,2021-08-03 16:36:42.400558,Sat Aug 05 00:24:02 +0000 2017
121,892774250272112641,JeffBezos,756,Incredible turnout to see the first booster ever to fly into space and land vertically upon the Earth. #BlueOrigin… https://t.co/Vzw0UfFwhc,2021-08-03 16:36:42.400558,Wed Aug 02 15:49:02 +0000 2017
122,886779647660179457,JeffBezos,152,Mike Collins cracking us all up last night. https://t.co/bnpHp0ZCK4,2021-08-03 16:36:42.400558,Mon Jul 17 02:48:38 +0000 2017
123,886779328096116736,JeffBezos,261,"Huge thanks from the whole @BlueOrigin team, Buzz https://t.co/LRKyd5ncil",2021-08-03 16:36:42.400558,Mon Jul 17 02:47:22 +0000 2017
124,884475655148011520,JeffBezos,510,Going to Oshkosh? Come sit inside @BlueOrigin’s crew capsule and enjoy a simulated ride to space @EAA #OSH17… https://t.co/jdK8wRb3BK,2021-08-03 16:36:42.400558,Mon Jul 10 18:13:23 +0000 2017
125,882786853404893184,JeffBezos,230,This is a gigantic compliment to our teams. Best of luck Haggler in your continuing adventures. #CustomerObsession https://t.co/LyGg3aD5QM,2021-08-03 16:36:42.400558,Thu Jul 06 02:22:41 +0000 2017
126,879046517285310464,JeffBezos,3371,"Terrific meeting with @narendramodi. Always impressed, energized by optimism and invention in India. Excited to kee… https://t.co/Q3Hwq91TLC",2021-08-03 16:36:42.400558,Sun Jun 25 18:39:56 +0000 2017
127,876806972619673600,JeffBezos,162,Amazing to share this moment with the @BlueOrigin team and my family. https://t.co/1fgM9jExs9,2021-08-03 16:36:42.400558,Mon Jun 19 14:20:47 +0000 2017
128,876568434397429760,JeffBezos,153,"And here’s me and my dad. I’m a very lucky son. I love you, Dad. #FathersDay https://t.co/mEBsN88DLG",2021-08-03 16:36:42.400558,Sun Jun 18 22:32:55 +0000 2017
129,876567491941498880,JeffBezos,195,"Flipping pancakes, Lego Saturn V, Wonder Woman matinee. Love being a dad. #FathersDay https://t.co/L9Q7zW1p0A",2021-08-03 16:36:42.400558,Sun Jun 18 22:29:10 +0000 2017
130,875418348598603776,JeffBezos,9258,Request for ideas… https://t.co/j6D68mhseL,2021-08-03 16:36:42.400558,Thu Jun 15 18:22:53 +0000 2017
131,875012301836832768,JeffBezos,713,Rooftop #solar panels at our 1 million-square-foot fulfillment center in Baltimore now live. 50+ solar FCs will com… https://t.co/aycX1O9PFh,2021-08-03 16:36:42.400558,Wed Jun 14 15:29:24 +0000 2017
132,874337020117569536,JeffBezos,202,"Congrats to Jeff on his long-term leadership. John, you have size 20 shoes to fill! GE remains an American gem. https://t.co/oFF4yp9J4e",2021-08-03 16:36:42.400558,Mon Jun 12 18:46:04 +0000 2017
133,866004720984272896,JeffBezos,156,Super fun morning talking rockets with a very cool group of students. Great questions. Thx to all the students and… https://t.co/ge8qGNduiQ,2021-08-03 16:36:42.400558,Sat May 20 18:56:29 +0000 2017
134,863867801181855744,JeffBezos,419,"I won the lottery with my mom. Thanks for literally everything, Mom. https://t.co/gEuVgxotdw",2021-08-03 16:36:42.400558,Sun May 14 21:25:08 +0000 2017
135,860284449195343873,JeffBezos,561,"First plant in the ground at #TheSpheres, 39,999 to go. Public tours start 2018. https://t.co/6Jgo4cLb7o",2021-08-03 16:36:42.400558,Fri May 05 00:06:10 +0000 2017
136,848316838446456833,JeffBezos,110,Thanks @TheRealBuzz! That cute little guy is the future! https://t.co/nx75sAUYW8,2021-08-03 16:36:42.400558,Sat Apr 01 23:31:09 +0000 2017
137,847523788921032704,JeffBezos,353,My parents rock. https://t.co/uPAJ1SaR4p,2021-08-03 16:36:42.400558,Thu Mar 30 18:59:52 +0000 2017
138,847217297257185281,JeffBezos,318,Impossible to express how personally meaningful this is. A dream. Huge kudos to @BlueOrigin team that worked so har… https://t.co/EUJ14L0gs8,2021-08-03 16:36:42.400558,Wed Mar 29 22:41:58 +0000 2017
139,843692770405617664,JeffBezos,2180,I just got to pilot an awesome (and huge) robot thanks to Hankook Mirae Technology. Nice! #MARS2017 https://t.co/MvN6ghEYFi,2021-08-03 16:36:42.400558,Mon Mar 20 05:16:46 +0000 2017
140,841342440405577733,JeffBezos,128,"Thanks LA Times for choosing WaPo's Arc Publishing for your digital platform, and kudos to tech team at The Post! https://t.co/zhHgVZvXh1",2021-08-03 16:36:42.400558,Mon Mar 13 17:37:23 +0000 2017
141,840223951842295809,JeffBezos,228,OK. Definitely want to buy a bottle of this… https://t.co/saLQyiaV2c,2021-08-03 16:36:42.400558,Fri Mar 10 15:32:55 +0000 2017
142,839468386530824193,JeffBezos,242,Adding to the #NewGlenn launch manifest. Agreement with #OneWeb for five launches initially. Happy to work with you… https://t.co/sLqBmrcH4X,2021-08-03 16:36:42.400558,Wed Mar 08 13:30:34 +0000 2017
143,839112645957541890,JeffBezos,295,Excited to announce we have signed our 1st #NewGlenn customer. Welcome to the launch manifest @Eutelsat_SA https://t.co/fTeKKneYnJ,2021-08-03 16:36:42.400558,Tue Mar 07 13:56:59 +0000 2017
144,838748973598900225,JeffBezos,591,Here’s one more shot of BE-4 in its transport cradle. https://t.co/T2HdZ3UtQZ,2021-08-03 16:36:42.400558,Mon Mar 06 13:51:53 +0000 2017
145,838748139964272640,JeffBezos,553,1st BE-4 engine fully assembled. 2nd and 3rd following close behind. #GradatimFerociter https://t.co/duE4Tnzvkx,2021-08-03 16:36:42.400558,Mon Mar 06 13:48:34 +0000 2017
146,836077114667446272,JeffBezos,239,Congrats to Casey Affleck on his Best Actor win. So earned. #ManchesterByTheSea #Oscars @AmazonStudios @MBTSMovie,2021-08-03 16:36:42.400558,Mon Feb 27 04:54:52 +0000 2017
147,836072024577560584,JeffBezos,133,Bravo to Kenny Lonergan on his well-deserved #Oscars win for Best Original Screenplay @AmazonStudios @MBTSMovie,2021-08-03 16:36:42.400558,Mon Feb 27 04:34:38 +0000 2017
148,836049259430555648,JeffBezos,581,#TheSalesman takes home the Oscar for Best Foreign Language Film. Well done Asghar Farhadi and team @AmazonStudios #Oscars,2021-08-03 16:36:42.400558,Mon Feb 27 03:04:11 +0000 2017
149,833113864669519872,JeffBezos,191,Excited to share our urban campus with this terrific organization @FareStart https://t.co/SNJkMK6hz5,2021-08-03 16:36:42.400558,Sun Feb 19 00:39:58 +0000 2017
150,831586053915963393,JeffBezos,100,"Love this story https://t.co/PwXQSZ9Xaw of not 1, but 4 couples, who met @ Amazon FC in KY. Love is in the air… Hap… https://t.co/uRB9H3888j",2021-08-03 16:36:42.400558,Tue Feb 14 19:29:00 +0000 2017
151,829098772416192512,JeffBezos,421,"And on the NYPost article, if anybody knows how to get 20% margins in groceries, call me! :)",2021-08-03 16:36:42.400558,Tue Feb 07 22:45:25 +0000 2017
152,829054770308485120,JeffBezos,426,".@nypost, whoever your anonymous sources are on this story https://t.co/VFyzGQcOAZ – they’ve mixed up their meds!",2021-08-03 16:36:42.400558,Tue Feb 07 19:50:34 +0000 2017
153,827213980384964608,JeffBezos,395,Buzz Aldrin dropped by Blue Origin HQ to say hi to the team yesterday. Thanks @TheRealBuzz! https://t.co/JiCdI77ij6,2021-08-03 16:36:42.400558,Thu Feb 02 17:55:56 +0000 2017
154,817088724840239105,JeffBezos,398,I agree we need a superhighway in space. https://t.co/iEVk7nP3aA,2021-08-03 16:36:42.400558,Thu Jan 05 19:21:47 +0000 2017
155,809034847121350657,JeffBezos,5932,First-ever #AmazonPrimeAir customer delivery is in the books. 13 min—click to delivery. Check out the video:… https://t.co/mqKIkcbzLN,2021-08-03 16:36:42.400558,Wed Dec 14 13:58:33 +0000 2016
156,807367277104377856,JeffBezos,392,The Spheres’ first snow… thanks @mAColors for the great pic https://t.co/WnOtTAixjU,2021-08-03 16:36:42.400558,Fri Dec 09 23:32:13 +0000 2016
157,806976159166570496,JeffBezos,382,"Thank you, John Glenn. Godspeed.",2021-08-03 16:36:42.400558,Thu Dec 08 21:38:03 +0000 2016
158,806740517711003648,JeffBezos,179,Late Late Show’s @JKCorden on Amazon Go – very funny! https://t.co/OOw3eV2l1x,2021-08-03 16:36:42.400558,Thu Dec 08 06:01:42 +0000 2016
159,804428649302634496,JeffBezos,160,"So proud of my brother https://t.co/qIRKtbamXs, and here’s his TED talk https://t.co/tYCodFJXoe.",2021-08-03 16:36:42.400558,Thu Dec 01 20:55:10 +0000 2016
160,799333890045317121,JeffBezos,1705,Love this TV commercial for Amazon Prime. Very proud of our ad team. https://t.co/E8ceXs4nte,2021-08-03 16:36:42.400558,Thu Nov 17 19:30:24 +0000 2016
161,799295335755436032,JeffBezos,2883,"Long wait is over… Clarkson, Hammond, May are back… #TheGrandTour premieres tonight in UK, US, DE, JP. And globally… https://t.co/gXni6fiEYz",2021-08-03 16:36:42.400558,Thu Nov 17 16:57:12 +0000 2016
162,796729498075099136,JeffBezos,1640,Congratulations to @realDonaldTrump. I for one give him my most open mind and wish him great success in his service to the country.,2021-08-03 16:36:42.400558,Thu Nov 10 15:01:29 +0000 2016
163,792751030647689216,JeffBezos,147,https://t.co/U6VjlywrI3,2021-08-03 16:36:42.400558,Sun Oct 30 15:32:28 +0000 2016
164,789613513102663680,JeffBezos,75,Visiting Raisbeck Aviation High School today was so inspiring for me. Awesome students. https://t.co/zUGMXoNqLT,2021-08-03 16:36:42.400558,Fri Oct 21 23:45:06 +0000 2016
165,785572979140808704,JeffBezos,194,Stenciling the 7th and final tortoise onto this hardy and stalwart New Shepard capsule. #GradatimFerociter https://t.co/ciB6rbNPqP,2021-08-03 16:36:42.400558,Mon Oct 10 20:09:28 +0000 2016
166,784078556984844288,JeffBezos,90,"Steering through violent MaxQ escape forces is a residual capability, not explicitly engineered. Just a very robust booster. #InFlightEscape",2021-08-03 16:36:42.400558,Thu Oct 06 17:11:10 +0000 2016
167,784078159733854208,JeffBezos,187,Here’s escape vid in slow mo. #InFlightEscape https://t.co/MrKRiHZu8Y,2021-08-03 16:36:42.400558,Thu Oct 06 17:09:35 +0000 2016
168,783867231620870144,JeffBezos,222,"Reflecting on an incredible day. Toasting all 800 of the passionate, brilliant folks at Blue Origin.… https://t.co/q2Bhekkcft",2021-08-03 16:36:42.400558,Thu Oct 06 03:11:26 +0000 2016
169,783733480324816896,JeffBezos,2444,That is one hell of a booster. #InFlightEscape #GradatimFerociter https://t.co/7ZRRe2HnMO,2021-08-03 16:36:42.400558,Wed Oct 05 18:19:57 +0000 2016
170,781492263817998337,JeffBezos,112,And here are the details of the escape test https://t.co/LDnJMjhtQ3 #GradatimFerociter,2021-08-03 16:36:42.400558,Thu Sep 29 13:54:09 +0000 2016
171,780348813450051585,JeffBezos,312,And here’s the #NewGlenn descent configuration. #GradatimFerociter https://t.co/nYSgZ4TzKA,2021-08-03 16:36:42.400558,Mon Sep 26 10:10:29 +0000 2016
172,780348452064595968,JeffBezos,353,Exciting results from 3 weeks of wind tunnel testing of #NewGlenn at transonic &amp; supersonic speeds. Validated our C… https://t.co/OkHQ0G4di0,2021-08-03 16:36:42.400558,Mon Sep 26 10:09:03 +0000 2016
173,776560302062120963,JeffBezos,49,.Thanks @TheRealBuzz &amp; @HeinleinPrize – what a fun night! https://t.co/l73vz2W2Oc,2021-08-03 16:36:42.400558,Thu Sep 15 23:16:18 +0000 2016
174,775324124935778304,JeffBezos,1340,Blue Origin’s next step…meet New Glenn #NewGlenn #GradatimFerociter https://t.co/p4gICKZRfi,2021-08-03 16:36:42.400558,Mon Sep 12 13:24:10 +0000 2016
175,756492625549537282,JeffBezos,714,.@matteorenzi excited to announce Amazon artificial intelligence &amp; machine learning center in Turin https://t.co/jxa7VxWZHF,2021-08-03 16:36:42.400558,Fri Jul 22 14:14:31 +0000 2016
176,756490285698260992,JeffBezos,228,Grazie @matteorenzi for wonderful conversation at Palazzo Vecchio. https://t.co/JGewdL8LAc,2021-08-03 16:36:42.400558,Fri Jul 22 14:05:13 +0000 2016
177,756144617049853952,JeffBezos,187,Cool new project from @smithsonian &amp; @autodesk lets you virtually explore Apollo 11 Command Module. https://t.co/9fjWKWsguH,2021-08-03 16:36:42.400558,Thu Jul 21 15:11:39 +0000 2016
178,755798093216387072,JeffBezos,383,"Bucket list. Cast, crew and Justin Lin @trailingjohnson were amazing. #StarTrekBeyond https://t.co/VJ95D8pQeK",2021-08-03 16:36:42.400558,Wed Jul 20 16:14:42 +0000 2016
179,755794420214050816,JeffBezos,49,.@trailingjohnson Amazing experience. Thank you! https://t.co/Aj3J88eqrw,2021-08-03 16:36:42.400558,Wed Jul 20 16:00:06 +0000 2016
180,744554127728869376,JeffBezos,200,Careful engineering plus of course … the lucky boots. Successful mission. #RocketsReused #GradatimFerociter https://t.co/ON5lhfGPSK,2021-08-03 16:36:42.400558,Sun Jun 19 15:35:11 +0000 2016
181,744521272873279488,JeffBezos,111,Loading propellants. Looking good for this morning’s launch. #GradatimFerociter,2021-08-03 16:36:42.400558,Sun Jun 19 13:24:38 +0000 2016
182,744324811191525377,JeffBezos,143,Thanks @VirginGalactic! So agree space needs all of us. #GradatimFerociter https://t.co/nlJsbWSv20,2021-08-03 16:36:42.400558,Sun Jun 19 00:23:58 +0000 2016
183,743805050254819328,JeffBezos,44,And of course – development test flight – anything can happen. #GradatimFerociter,2021-08-03 16:36:42.400558,Fri Jun 17 13:58:37 +0000 2016
184,743804334396170240,JeffBezos,73,Look for one-chute-out test starting about 7 minutes into flight + continue pushing envelope on booster. #GradatimFerociter,2021-08-03 16:36:42.400558,Fri Jun 17 13:55:47 +0000 2016
185,743803559150391298,JeffBezos,81,Watching a rocket launch (and rocket landing!) might add a little extra fun w/ kids on Father's Day. #GradatimFerociter,2021-08-03 16:36:42.400558,Fri Jun 17 13:52:42 +0000 2016
186,743802731924594688,JeffBezos,306,New Shepard launch set for Sunday at 10:15 am ET. Live webcast starts at 9:45 am ET at https://t.co/WTXblOKlvk #GradatimFerociter,2021-08-03 16:36:42.400558,Fri Jun 17 13:49:25 +0000 2016
187,743440703657648128,JeffBezos,123,Replacing leaking O-ring in capsule’s nitrogen gas pressurization system. Rescheduling flight to Sunday. #GradatimFerociter,2021-08-03 16:36:42.400558,Thu Jun 16 13:50:50 +0000 2016
188,742349816701673473,JeffBezos,139,Flight to test one-chute-out failure scenario &amp; push envelope on booster maneuvers #GradatimFerociter https://t.co/oWIGMqMCoa,2021-08-03 16:36:42.655675,Mon Jun 13 13:36:03 +0000 2016
189,742348210266509312,JeffBezos,365,Trying for 4th flight of same hardware this Friday. Live webcast at https://t.co/XlqW03DcEB #GradatimFerociter https://t.co/AKyv3newmN,2021-08-03 16:36:42.655675,Mon Jun 13 13:29:40 +0000 2016
190,729792802108919808,JeffBezos,261,Landing sequence caught by our GH2 vent cam. Watch for gear deployment in the shadow. #GradatimFerociter https://t.co/QHvSdjJ2Se,2021-08-03 16:36:42.655675,Mon May 09 21:58:57 +0000 2016
191,728313490641985536,JeffBezos,114,Thank you @FLOTUS for all you do with @JoiningForces. We're excited to add 25K more @Amazon Warriors to our ranks. https://t.co/ZSZ2DInOhZ,2021-08-03 16:36:42.655675,Thu May 05 20:00:42 +0000 2016
192,726171327103561728,JeffBezos,62,Ridiculously cute. #Alexa https://t.co/OG7g2cgIXS,2021-08-03 16:36:42.655675,Fri Apr 29 22:08:30 +0000 2016
193,722248253996019712,JeffBezos,96,Champagne cracked in the newsroom today. Congratulations to all @washingtonpost on Pulitzers!,2021-08-03 16:36:42.655675,Tue Apr 19 02:19:37 +0000 2016
194,722194216420397056,JeffBezos,119,You counseled so many. Your wisdom and warmth will be remembered. Rest in peace Bill Campbell.,2021-08-03 16:36:42.655675,Mon Apr 18 22:44:53 +0000 2016
195,718214798345777152,JeffBezos,187,Thank you and congrats to my friends and colleagues Jeff and Andy – very well deserved! https://t.co/hGLGMDluKu,2021-08-03 16:36:42.655675,Thu Apr 07 23:12:06 +0000 2016
196,717033781589204992,JeffBezos,1082,"Heads up readers – all-new, top of the line Kindle almost ready. 8th generation. Details next week.",2021-08-03 16:36:42.655675,Mon Apr 04 16:59:10 +0000 2016
197,716746420275978240,JeffBezos,674,Video from yesterday's flight now live: https://t.co/vBvPYpGFrQ Great view of dramatic booster deceleration.,2021-08-03 16:36:42.655675,Sun Apr 03 21:57:17 +0000 2016
198,716290993159405568,JeffBezos,114,We’ll share mission video including aerial as soon as we’re able to get it processed.#GradatimFerociter @BlueOrigin,2021-08-03 16:36:42.655675,Sat Apr 02 15:47:35 +0000 2016
199,716288257722482689,JeffBezos,62,My Gradatim Ferociter boots. Gift from a friend &amp; they brought luck today. #LaunchLandRepeat @BlueOrigin https://t.co/3szqLGMI7s,2021-08-03 16:36:42.655675,Sat Apr 02 15:36:43 +0000 2016
200,716286175233777664,JeffBezos,214,CC touchdown confirmed. #LaunchLandRepeat @BlueOrigin,2021-08-03 16:36:42.655675,Sat Apr 02 15:28:26 +0000 2016
201,716285758382809088,JeffBezos,286,"Flawless BE-3 restart and perfect booster landing. CC chutes
deployed. @BlueOrigin",2021-08-03 16:36:42.655675,Sat Apr 02 15:26:47 +0000 2016
202,716283711998676992,JeffBezos,102,Liftoff and New Shepard is climbing to apogee. @BlueOrigin,2021-08-03 16:36:42.655675,Sat Apr 02 15:18:39 +0000 2016
203,716273109720911876,JeffBezos,134,Crew Capsule is locked &amp; ready for flt. Tortoises mark successful CC missions. #LaunchLandRepeat @BlueOrigin https://t.co/akPaP9EFIu,2021-08-03 16:36:42.655675,Sat Apr 02 14:36:31 +0000 2016
204,716271176905940992,JeffBezos,125,"Readying Crew Capsule for flt. Clear skies in TX.
Tracking for morning launch. #LaunchLandRepeat @BlueOrigin https://t.co/X22DBlf9ZE",2021-08-03 16:36:42.655675,Sat Apr 02 14:28:50 +0000 2016
205,716029528619913216,JeffBezos,91,Two university microgravity experiments on tomorrow’s @blueorigin flight. Short vids: https://t.co/lHW6lsqCAY  https://t.co/VAYuFJRk7H,2021-08-03 16:36:42.655675,Fri Apr 01 22:28:37 +0000 2016
206,715986058257833988,JeffBezos,91,We’ll have drone cameras in the air and hopefully will get good aerial footage to share. #LaunchLandRepeat @BlueOrigin,2021-08-03 16:36:42.655675,Fri Apr 01 19:35:53 +0000 2016
207,715985637946564608,JeffBezos,51,"Also, a new more efficient RCS algorithm on the Crew Capsule. Big performance win if it works. #LaunchLandRepeat @BlueOrigin",2021-08-03 16:36:42.655675,Fri Apr 01 19:34:13 +0000 2016
208,715985250644582400,JeffBezos,70,"Pushing the envelope. Restarting BE-3 fast @ high thrust, just 3600 ft from ground. Impact in 6 sec if engine doesn’t restart &amp; ramp fast.",2021-08-03 16:36:42.655675,Fri Apr 01 19:32:40 +0000 2016
209,715984864323842049,JeffBezos,314,Working to fly again tomorrow. Same vehicle. Third time. #LaunchLandRepeat @BlueOrigin https://t.co/e1ZfYAibK2,2021-08-03 16:36:42.655675,Fri Apr 01 19:31:08 +0000 2016
210,715695474762600448,JeffBezos,316,Got a little help from Amazon Robotics on stage today at our All-Hands in Seattle   https://t.co/8Ies2thPmr,2021-08-03 16:36:42.655675,Fri Apr 01 00:21:12 +0000 2016
211,714933790628446208,JeffBezos,153,"OK, this is the most hilarious Echo video yet: https://t.co/H6QJ28UYec",2021-08-03 16:36:42.655675,Tue Mar 29 21:54:33 +0000 2016
212,709569062167183362,JeffBezos,235,James Hamilton’s retrospective on 10 years of AWS is excellent: https://t.co/NL8GFMjvdz Kudos and congrats to the whole team!,2021-08-03 16:36:42.655675,Tue Mar 15 02:37:02 +0000 2016
213,702598104755777536,JeffBezos,53,"Marty's piece today is so inspiring. Thank you, @PostBaron! #BadAssReporting https://t.co/pVkjdXm97y",2021-08-03 16:36:42.655675,Wed Feb 24 20:56:56 +0000 2016
214,697850927701594112,JeffBezos,344,"Hope, somewhere in space-time, Einstein is seeing this. https://t.co/6EMJgffrIs #LIGO",2021-08-03 16:36:42.655675,Thu Feb 11 18:33:21 +0000 2016
215,697525483768934400,JeffBezos,701,"Mr. Prime Minister @matteorenzi, we are so proud of Diego. Great for Italy. Kudos to all! https://t.co/Mk0jcTZ2gT",2021-08-03 16:36:42.655675,Wed Feb 10 21:00:09 +0000 2016
216,694984360173277184,JeffBezos,88,"Nice. Blue Origin team just nominated for time-honored aviation award, the Collier Trophy! All the nominees here: https://t.co/PvGu1PI9TW",2021-08-03 16:36:42.655675,Wed Feb 03 20:42:38 +0000 2016
217,690731500812169217,JeffBezos,738,Can a used rocket fly? Video + a few technical details at https://t.co/8JUKBLg8fi  https://t.co/JWpi3yGDWq,2021-08-03 16:36:42.655675,Sat Jan 23 03:03:17 +0000 2016
218,688815223558410240,JeffBezos,536,Impressive launch and @SpaceX will soon make Falcon 9 landings routine – so good for space! Kudos SpaceX!,2021-08-03 16:36:42.655675,Sun Jan 17 20:08:41 +0000 2016
219,688732394442997760,JeffBezos,292,"Believe me, if you’re ever tossed in a foreign prison, you want Fred Ryan and Marty Baron on the team working to get you out. #JasonIsFree",2021-08-03 16:36:42.655675,Sun Jan 17 14:39:33 +0000 2016
220,688732263995973632,JeffBezos,286,"Wheels up and out of Iranian airspace! Jason, Yegi, and Mary aboard. Doug Jehl and Ali Rezaian worked tirelessly on this. #JasonIsFree",2021-08-03 16:36:42.655675,Sun Jan 17 14:39:02 +0000 2016
221,688417513340678144,JeffBezos,47,Is Yegi on the plane? #JasonIsFree,2021-08-03 16:36:42.655675,Sat Jan 16 17:48:20 +0000 2016
222,686991579546923008,JeffBezos,157,"Grail: Risky, but if works, big breakthrough in broad spectrum EARLY cancer detection. Brilliant scientists. https://t.co/CmGslKGLOV",2021-08-03 16:36:42.655675,Tue Jan 12 19:22:10 +0000 2016
223,679116636310360067,JeffBezos,1334,Congrats @SpaceX on landing Falcon's suborbital booster stage.  Welcome to the club!,2021-08-03 16:36:42.655675,Tue Dec 22 01:49:58 +0000 2015
224,674008204838199297,JeffBezos,7586,Finally trashed by @realDonaldTrump. Will still reserve him a seat on the Blue Origin rocket. #sendDonaldtospace https://t.co/9OypFoxZk3,2021-08-03 16:36:42.655675,Mon Dec 07 23:30:53 +0000 2015
225,672453111395422208,JeffBezos,492,What 400 very happy rocket scientists look like. https://t.co/FwrZHuB8RD,2021-08-03 16:36:42.655675,Thu Dec 03 16:31:29 +0000 2015
226,671461815210139648,JeffBezos,232,"Breakthrough Energy Coalition. When in a box, only way out is to invent your way out. Thx to @BillGates for pulling this together.",2021-08-03 16:36:42.655675,Mon Nov 30 22:52:26 +0000 2015
227,669111829205938177,JeffBezos,5856,"The rarest of beasts - a used rocket. Controlled landing not easy, but done right, can look easy. Check out video: https://t.co/9OypFoxZk3",2021-08-03 16:36:42.655675,Tue Nov 24 11:14:26 +0000 2015
